,index,sentence,label
909,3497,"['وذكرت', 'هيئة', 'تنمية', 'الصادرات', 'البرازيلية', 'أنه', 'من', 'المزمع', 'بناء', 'نحو', '140', 'مصنعا', 'جديدا', 'بحلول', 'العام', '2014', 'بجنوب', 'وجنوب', 'شرق', 'البرازيل', 'باستثمارات', 'تصل', 'إلى', 'تسعة', 'مليارات', 'دولار']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-MISC']"
910,930,"['وقامت', 'الشرطة', 'بتفتيش', 'العديد', 'من', 'المشاة', 'العاديين']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
911,4146,"['ومن', 'المقرر', 'البدء', 'في', 'تصنيعها', 'عام', '2008']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
912,1194,"['لكن', 'اليهود', 'والنصاري', 'حرفوا', 'هذا', 'الحدث', 'واعتبروا', 'أن', 'الذبيح', 'كان', 'إسحق', 'وليس', 'إسماعيل']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS']"
913,629,"['جائزة', 'زيدان', 'لم', 'تجرد', 'لجنة', 'الانضباط', 'زيدان', 'من', 'جائزة', 'أفضل', 'لاعب', 'في', 'المونديال', 'خلافا', 'لما', 'كان', 'أعلنه', 'رئيس', 'الفيفا', 'السويسري', 'جوزيف', 'بلاتر']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PERS', 'I-PERS']"
914,3058,"['وإذا', 'استمرت', 'إيران', 'في', 'موقفها', 'الرافض', 'لوقف', 'تخصيب', 'اليورانيوم', '،', 'سيتم', 'توسيع', 'العقوبات', 'لتشمل', 'منع', 'سفر', 'المسؤولين', 'الإيرانيين', 'إلى', 'الخارج', 'وتجميد', 'حساباتهم', 'في', 'المصارف', 'الخارجية', '،', 'وفرض', 'حظر', 'على', 'الماكينات', 'التي', 'يمكن', 'أن', 'تستخدم', 'في', 'برنامج', 'التخصيب', 'النووي', '،', 'إضافة', 'إلى', 'فرض', 'قيود', 'على', 'الرحلات', 'التجارية', 'وعلى', 'قروض', 'المنظمات', 'الدولية', 'المالية']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
915,1516,"['وكان', 'برنامجه', 'للولاية', 'الثانية', 'مقتضباً', 'تركز', 'على', 'أن', 'المواطن', 'الحر', 'هو', 'وحده', 'الذي', 'يستطيع', 'ضمان', 'النمو', 'الاقتصادي', 'والازدهار']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
916,1474,"['وقال', 'انه', 'مر', 'شخصيا', 'بتجربة', 'مماثلة', 'عندما', 'ذهب', 'الى', 'باكستان', 'كممرض', 'لمد', 'يد', 'العون', 'ضمن', 'جمعيات', 'الاغاثة', 'الخيرية', '،', 'عقب', 'الزلزال', 'الذي', 'ضرب', 'انحاء', 'واسعة', 'من', 'باكستان', 'في', 'اكتوبر', '(', 'تشرين', 'الاول', ')', '2005', '،', 'وكان', 'يود', 'الذهاب', 'الى', 'افغانستان', 'وتوجه', 'الى', 'بيشاور', 'الحدودية', '،', 'ولجأ', 'الى', 'منظمات', 'اسلامية', 'قد', 'تساعده', 'على', 'عبور', 'الحدود', 'والتوجه', 'الى', 'افغانستان', '،', 'لان', 'نفسه', 'اشتاقت', 'اليها', 'كثيرا', '،', 'رغم', 'انه', 'لم', 'يزرها', 'في', 'حياته', '،', 'من', 'كثرة', 'ما', 'سمعه', 'عنها', 'من', 'اصدقائه', '،', 'لكن', 'البعض', 'في', 'بيشاور', 'حذروه', '،', 'انه', 'بالرغم', 'من', 'هيئته', 'ولحيته', 'وثقتهم', 'به', '،', 'الا', 'ان', 'حركة', 'طالبان', 'قد', 'تقبض', 'عليه', 'وتطلب', 'فدية', 'او', 'تعدمه', 'بزعم', 'وادعاء', 'انه', 'جاسوس', 'للاميركيين']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
917,4047,"['وفي', 'تطور', 'آخر', 'أعلنت', 'الشرطة', 'العراقية', 'العثور', 'على', '40', 'جثة', 'في', 'مناطق', 'متفرقة', 'من', 'بغداد', '،', 'في', 'إشارة', 'إلى', 'تزايد', 'حدة', 'العنف', 'الطائفي', 'في', 'هذه', 'المدينة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
918,3223,"['وسيترك', 'فيرجسون', 'منصبه', 'في', 'نهاية', 'هذا', 'الموسم', 'بعد', '15', 'عاما', 'من', 'النجاح', 'والانجازات', 'رغم', 'انه', 'سيعمل', 'مستشارا', 'للنادي', 'لخمس', 'سنوات', 'اخرى', 'على', 'الاقل']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
919,3915,"['محيط', '-', 'الراي', '-', 'قرر', 'عدد', 'من', 'نجوم', 'السينما', 'أن', 'يطلوا', 'على', 'المشاهدين', 'خلال', 'شهر', 'رمضان', 'في', 'ثوب', 'جديد', 'بعيدا', 'عن', 'قالب', 'الدراما', 'التي', 'اعتدنا', 'على', 'مشاهدتهم', 'فيه', '،', 'حيث', 'ارتدوا', 'ثياب', 'المذيعين', 'لتقديم', 'برامج', 'تليفزيونية', 'متنوعة']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
920,1218,"['وكانت', 'طبوغرافية', 'الجزيرة', 'العربية', 'قد', 'شكلت', 'منعة', 'من', 'أي', 'غزو', 'خارجي']","['O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
921,2272,"['كل', 'شيء', 'يمكن', 'استيراده', '،', 'والمنافسة', 'الشديدة', 'بين', 'التجار', 'والباعة', 'تؤدي', 'ايضا', 'إلى', 'هبوط', 'الاسعرا', 'إلى', 'درجة', 'أدنى', 'من', 'ثمنها', 'الأصلي', '،', 'من', 'هنا', 'تكون', 'هناك', 'ضرورة', 'للمساومة', 'عند', 'الشراء', 'حيث', 'يهبط', 'السعر', 'في', 'بعض', 'الأوقات', 'إلى', 'الربع', 'أو', 'أقل', 'بكثير']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
922,1379,"['وفي', 'المحمودية', 'جنوب', 'العاصمة', 'قتل', 'مسلحون', 'مترجما', 'يعمل', 'في', 'قاعدة', 'عسكرية', 'أميركية', 'في', 'المدينة']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
923,3594,"['لكن', 'انتزاع', 'أي', 'نتيجة', 'إيجابية', 'من', 'قلب', 'مراكش', 'سيعيد', 'الثقة', 'للجمهور', 'السوسي', 'الذي', 'أثبت', 'ما', 'مرة', 'أنه', 'وراء', 'فريقه', 'في', 'السراء', 'والضراء']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
924,2409,"['واعلن', 'مارك', 'ريغيف', 'ان', '«', 'اسرائيل', 'تحركت', 'اثر', 'وقوع', 'انتهاك', 'للقرار', '»', 'مؤكدا', '«', 'لم', 'نكن', 'لنتصرف', 'بهذه', 'الطريقة', 'لو', 'نشر', '(', 'رئيس', 'الحكومة', 'اللبنانية', 'فؤاد', ')', 'السنيورة', 'قواته', 'على', 'الحدود', 'مع', 'سوريا', 'لمنع', 'امداد', 'حزب', 'الله', 'بالاسلحة']","['O', 'B-PERS', 'I-PERS', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'I-PERS', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
925,3183,['بي'],['I-ORG']
926,3536,"['وفي', 'منطقة', 'اليورو', 'تتردد', 'توقعات', 'برفع', 'اسعار', 'الفائدة', 'مرتين', 'اخريين', 'هذا', 'العام', 'والتركيز', 'علي', 'المؤشرات', 'التي', 'تتطلع', 'للمستقبل', 'للاستدلال', 'عما', 'اذا', 'كانت', 'أسعار', 'الفائدة', 'سترتفع', 'أكثر', 'في', 'عام', '2007']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
927,1554,"['يشارك', 'في', 'المعرض', 'الذي', 'يقام', 'في', 'مسقط', 'رأس', 'الشاعر', '16', 'فنانا', 'من', 'تشيلي', 'وتسعة', 'من', 'اسبانيا', 'إضافة', 'إلى', 'فنانين', 'من', 'مصر', 'وكوبا', 'وبلجيكا', 'وفرنسا', 'وبيرو', 'والارجنتين']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC']"
928,1676,"['حيث', 'يجمع', 'أحدُ', 'الرّفوف', 'قرب', 'الباب', 'أعماله', 'المترجمة', 'إلى', 'جميع', 'اللّغات']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
929,2006,"['>', 'ميساء', 'بصراحة', '،', 'هل', 'تشعرين', 'بعنصرية', 'تجاهك', 'من', 'زملائك', 'في', 'الوسط', 'الفني', '،', 'بسبب', 'الانطباع', 'عن', 'المغربية', 'عموماً', '؟', 'ـ', 'طبعاً', 'هناك', 'حساسية', 'شديدة', 'في', 'التعامل', 'معي', 'كمغربية', '،', 'حتى', 'ان', 'هناك', 'فئة', 'من', 'الناس', 'عندما', 'تقابلني', 'يخبرونني', 'بإعجابهم', 'بي', '،', 'وعندما', 'يستفسرون', 'عن', 'جنسيتي', 'اذا', 'كانت', 'سعودية', 'ام', 'كويتية', '،', 'فعندما', 'أخبرهم', 'بأنني', 'مغربية', '،', 'أشعر', 'بتغير', 'تعاملهم', 'معي']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
930,3964,"['وكانت', 'وحدات', 'الجيش', 'اللبناني', 'قد', 'واصلت', 'امس', 'تسيير', 'دوريات', 'مؤللة', 'في', 'مناطق', 'انتشارها', 'بانتظار', 'استكمال', 'الانسحاب', 'الاسرائيلي', 'من', 'مناطق', 'الحدود', 'لاستكمال', 'انتشاره']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
931,1375,"['وفي', 'سنجار', 'شمال', 'غربي', 'الموصل', 'أصيب', 'تسعة', 'أشخاص', 'بينهم', 'أربعة', 'مدنيين', 'بتفجير', 'انتحاري', ',', 'مستهدفا', 'قوات', 'أمن', 'كردية', ',', 'فيما', 'ذكرت', 'الشرطة', 'في', 'وقت', 'سابق', 'أن', '5', 'حراس', 'أمن', 'قتلوا', 'في', 'الانفجار']","['O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
932,2283,"['أما', 'الأزياء', 'التي', 'يرتدونها', 'في', 'تلك', 'الاحتفالات', '،', 'والهدايا', 'التي', 'يقدمونها', 'فهي', 'دائما', 'ذات', 'لون', 'أحمر', 'لأنه', 'يرمز', 'إلى', 'السعادة', 'والحظ', 'الطيب']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
933,2756,"['وفي', 'نهائي', 'مسابقة', '800', 'متر', 'اكتفى', 'العداء', 'المغربي', 'ربيع', 'دكانة', 'بالمرتبة', 'الخامسة', 'مسجلا', 'توقيت', '1د', 'و48ث', 'و39ج']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
934,1726,"['والصين', 'وروسيا', 'يزيدان', 'في', 'ترسانيتهما', 'النوويتين']","['B-LOC', 'B-LOC', 'O', 'O', 'O', 'O']"
935,2186,"['ولهذا', 'فإن', 'الرئيس', 'خاتمي', 'يمثل', 'في', 'السياسة', 'الإيرانية', 'بداية', 'حقبة', 'الجمهورية', 'الثالثة', 'في', 'تاريخ', 'الثورة', 'الإسلامية', 'بكل', 'ما', 'تعنيه', 'هذه', 'الحقبة', 'من', 'تطور', 'وتحديث', 'للمفاهيم', 'والقيم', 'التي', 'حملتها', 'تلك', 'الثورة', 'وانعكاساتها', 'في', 'منهج', 'وادارة', 'الإمام', 'الخميني', '،', 'ويمكن', 'بلورة', 'أبرز', 'ملامح', 'تلك', 'الحقبة', 'الجديدة', 'والتي', 'تثير', 'هواجس', 'التيار', 'المحافظ', 'في', ':', '1', 'ـ', 'انتقال', 'الدولة', 'الإسلامية', 'من', 'مرحلة', 'التنوير', 'والرسالة', 'والدور', 'العالمي', 'لنصرة', 'المستضعفين', 'في', 'الأرض', 'إلى', 'مرحلة', 'الدولة', 'والإدارة', 'الرشيدة', 'لموارد', 'الدولة', 'ومنع', 'الصدام', 'مع', 'النظام', 'العالمي']","['O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
936,396,"['عاد', 'صحبة', 'أخيه', '(', 'س', 'امحمد', ')', 'الى', '(', 'أجدير', ')', 'لتنظيم', 'صفوف', 'القبائل', 'وراءوالدهم', 'الدي', 'يقود', 'المقاومة', 'ب', '(', 'تفرسيت', ')', 'ب', '(', 'الناضور', ')', 'و']","['O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
937,690,"['وحول', 'موضوع', 'عودة', 'المفتشين', 'الي', 'العراق', '،', 'قال', 'المسؤول', 'العراقي', 'ان', '""', 'عودة', 'المفتشين', 'لا', 'يمكن', 'ان', 'تتم', 'بمعزل', 'عن', 'بحث', 'جميع', 'المواضيع', 'الاخري', 'ودون', 'الحصول', 'علي', 'ايضاحات', 'وضمانات', 'من', 'المنظمة', 'الدولية', 'عن', 'طبيعة', 'عملهم', '""']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
938,2508,"['كما', 'يجدر', 'بنا', 'هنا', 'ان', 'نشير', 'الى', 'ان', 'هنالك', 'حالات', 'معاكسة', 'لهذه', 'الحالة', 'بحيث', 'تكون', 'لحظة', 'ولادة', 'الهلال', 'الفلكية', 'الاقتران', '(', 'Nwe', 'moon', ')', 'قد', 'حصلت', 'بعد', 'غروب', 'الشمس', 'في', 'مكة', 'المكرمة', 'ومع', 'ذلك', 'يغرب', 'القمر', 'قبل', 'غروب', 'الشمس', 'في', 'مكة', 'المكرمة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
939,1994,"['ومن', 'الطرائف', 'أنني', 'لا', 'أجيد', 'اللهجة', 'المغربية', 'تماماً', '،', 'بسبب', 'اقامتي', 'منذ', 'فترة', 'طويلة', 'خارج', 'المغرب', '،', 'حتى', 'ان', 'أحد', 'المخرجين', 'الخليجيين', 'رفض', 'اسناد', 'لي', 'دور', 'فتاة', 'مغربية', 'في', 'أحد', 'المسلسلات', 'بسبب', 'عدم', 'اتقاني', 'للهجة', 'المغربية']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
940,378,"['بويع', 'أميرا', 'للمجاهدين']","['O', 'O', 'O']"
941,1836,"['أسس', 'مدينة', 'كيتيون', 'في', 'قبرص']","['O', 'O', 'B-LOC', 'O', 'B-LOC']"
942,2252,"['وندخل', 'قرية', 'سونج', 'التقليدية', '،', 'حيث', 'تقدم', 'صورة', 'الحياة', 'في', 'الصين', 'القديمة', 'في', 'عصر', 'مملكة', 'سونج', 'بين', 'عامي', '960', 'و', '1279', 'م']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
943,51,"['واتهم', 'فؤاد', 'السنيورة', 'الولايات', 'المتحدة', 'بإعطاء', 'فرصة', 'لإسرائيل', 'لمتابعة', 'عدوانها', '،', 'مشددا', 'على', 'أن', 'الحل', 'النهائي', 'يكون', 'ببسط', 'الدولة', 'سيادتها', 'على', 'كامل', 'أراضيها']","['O', 'B-PERS', 'I-PERS', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
944,1456,"['ويقول', 'ابو', 'عبد', 'الله', '«', 'جذبتني', 'اليه', 'شجاعته', 'وجرأته', 'واجادته', 'للعربية', 'والانجليزية', '»']","['O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
945,1219,"['لهذا', 'لم', 'يستطع', 'الفرس', 'غزوها', 'إى', 'بعض', 'المناوشات', 'الإغاراتية', 'التي', 'لاتشل', 'خطرا', 'علي', 'كلا', 'الطرفين']","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
946,2650,"['واستمعت', 'النيابة', 'إلي', 'أقوال', 'سائق', 'قطار', 'بنها', 'ومساعده', ',', 'كما', 'قررت', 'تشكيل', 'لجنة', 'فنية', 'من', 'أساتذة', 'كليات', 'الهندسة', 'لفحص', 'ملابسات', 'الحادث', ',', 'وتقديم', 'تقرير', 'عاجل', 'للنيابة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
947,852,"['أمضى', 'بعدها', 'أينشتاين', 'سنةً', 'مع', 'والديه', 'في', 'مدينة', 'ميلان', 'حتى', 'تبين', 'أن', 'من', 'الواجب', 'عليه', 'تحديد', 'طريقه', 'في', 'الحياة', '؛', 'فأنهى', 'دراسته', 'الثانوية', 'في', 'مدينة', 'آروا', 'Aarua', 'السويسرية', '،', 'وتقدم', 'بعدها', 'إلى', 'امتحانات', 'المعهد', 'الاتحادي', 'السويسري', 'للتقانة', 'في', 'زيورخ', 'Zürich', 'عام', '1895', '،', 'وقد', 'أحب', 'أينشتاين', 'طرائق', 'التدريس', 'فيه', '،', 'وكان', 'كثيرا', 'ما', 'يقتطع', 'من', 'وقته', 'ليدرس', 'الفيزياء', 'بمفرده', '،', 'أو', 'ليعزف', 'على', 'كمانه']","['O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
948,2080,"['إذن', 'كان', 'علينا', 'التوجه', 'إلى', 'منطقة', 'تشن', 'داي', 'بحثاً', 'عن', 'الوجوه', 'العربية', 'والمساجد', 'القديمة', 'وشواهد', 'القبور', 'الأثرية']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
949,3004,"['وأدى', 'العنابي', 'مرانا', 'خفيفا', 'صباح', 'امس', 'لمدة', '20', 'دقيقة', 'بحديقة', 'الفندق', 'أعقبه', 'الجاكوزي']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
950,2947,"['كما', 'روّجت', 'المؤسسة', 'لبرامجها', 'التدريبية', 'الجامعية', 'المتوفرة', 'بخياري', 'الدوام', 'الكامل', 'والجزئي', 'وبرامج', 'التبادل', 'العلمي', 'التي', 'تعتزم', 'توفيرها', 'من', 'خلال', 'شراكتها', 'مع', 'كليات', 'التقنية', 'العليا', 'في', 'الإمارات', 'ومركز', 'التميز', 'للأبحاث', 'التطبيقية', 'والتدريب']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
951,3177,"['وانفجارات', 'قرب', 'الخارجية', 'البيت', 'الأبيض', 'ينفي', 'قصف', 'كابل*', 'مضيفة', 'تحدثت', 'من', 'إحدى', 'الطائرات', 'قبل', 'تدميرها', ':', 'الخاطفون', 'استخدموا', 'السكاكين', 'والمشارط', 'واشنطن', ':', 'محمد', 'صادق', 'نيويورك', ':', 'صلاح', 'عواد', 'لندن', ':', '«', 'الشرق', 'الأوسط', '»', 'والوكالات', 'عاشت', 'الولايات', 'المتحدة', 'أجواء', 'حرب', 'وشلل', 'تام', 'امس', 'بعد', 'هجمات', 'متلاحقة', 'استهدفت', 'بشكل', 'متزامن', 'مؤسسات', 'حيوية', 'في', 'واشنطن', 'ونيويورك', 'ومواقع', 'أخرى', 'وأوقعت', 'آلاف', 'الضحايا']","['O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PERS', 'I-PERS', 'B-LOC', 'O', 'B-PERS', 'I-PERS', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
952,2403,"['واكد', 'ان', 'حزب', 'الله', 'لم', 'يسجل', 'اية', 'اصابات', 'في', 'صفوف', 'عناصره', 'وذلك', 'ردا', 'على', 'معلومات', 'صحافية', 'اشارت', 'الى', 'مقتل', 'ثلاثة', 'من', 'مقاتلي', 'الحزب', 'في', 'العملية']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
